Loan number,int_rate,loan_amnt,term (months),installment,dti,delinq_2yrs,annual_inc,grade,emp_title,emp_length,home_ownership,verification_status,issue_d
1416,0.1446,9600,60,226,10.27,1,66000,D,,3 years,RENT,Not Verified,12/01/2010
1417,0.0788,7000,36,219,10.41,0,40000,A,,3 years,RENT,Not Verified,05/01/2010
1418,0.1223,10750,36,358,13.33,0,78750,C,,3 years,MORTGAGE,Verified,01/01/2011
1419,0.1299,5000,36,168,16.89,1,128000,C,,2 years,MORTGAGE,Verified,07/01/2011
1420,0.1649,20000,60,492,19.47,0,58500,D,,10+ years,MORTGAGE,Verified,09/01/2011
1421,0.1505,10000,36,347,20.19,0,47004,D,,5 years,RENT,Not Verified,04/01/2009
1422,0.1523,24000,60,574,14.15,0,76000,C,,10+ years,MORTGAGE,Source Verified,07/01/2011
1423,0.1128,2000,36,66,13.43,0,42000,C,,2 years,MORTGAGE,Not Verified,08/01/2008
1424,0.1361,8000,60,185,9.46,0,53000,C,,10+ years,MORTGAGE,Source Verified,09/01/2010
1425,0.1465,12000,60,283,16.13,0,75000,C,,< 1 year,RENT,Verified,12/01/2011
1426,0.0991,3700,36,119,16.49,0,35000,B,,4 years,RENT,Not Verified,10/01/2011
1427,0.0714,9000,36,278,9.68,0,48000,A,,10+ years,MORTGAGE,Not Verified,09/01/2010
1428,0.0714,6000,36,186,5.69,0,19200,A,,3 years,RENT,Not Verified,07/01/2010
1429,0.1862,24250,60,624,22.74,0,60000,F,,2 years,RENT,Verified,01/01/2011
1430,0.1065,9000,36,293,8.89,0,74000,B,,9 years,MORTGAGE,Source Verified,12/01/2011
1431,0.1223,5000,36,167,16.27,0,45000,C,,2 years,RENT,Source Verified,11/01/2010
1432,0.0894,15000,36,477,12.53,0,105000,A,,< 1 year,MORTGAGE,Verified,12/01/2009
1433,0.1136,3000,36,99,18.04,0,108000,B,,10+ years,RENT,Verified,03/01/2010
1434,0.1599,3600,36,127,19.52,0,65592,D,,5 years,MORTGAGE,Not Verified,07/01/2011
1435,0.1095,6000,36,196,21.33,0,68004,B,,10+ years,MORTGAGE,Verified,08/01/2009
1436,0.138,2000,60,46,22.03,0,16992,C,,2 years,RENT,Not Verified,01/01/2011
1437,0.1558,9000,36,315,4.6,0,36000,D,,< 1 year,RENT,Source Verified,07/01/2010
1438,0.1751,14000,36,503,9.37,0,95000,E,,< 1 year,RENT,Verified,01/01/2011
1439,0.1218,10000,36,333,10.2,0,38000,B,,3 years,RENT,Verified,12/01/2009
1440,0.1149,10000,36,330,15.2,0,35364,B,,3 years,RENT,Not Verified,08/01/2010
1441,0.1268,20000,36,671,22,0,62400,C,,7 years,RENT,Verified,01/01/2011
1442,0.1523,18000,60,430,1.89,0,94000,C,,4 years,MORTGAGE,Verified,07/01/2011
1443,0.1149,7000,36,231,24.15,0,114000,B,,10+ years,MORTGAGE,Source Verified,05/01/2011
1444,0.1183,3000,36,99,4.17,0,14400,B,,2 years,RENT,Not Verified,01/01/2010
1445,0.1099,10000,36,327,9.96,0,89000,B,,10+ years,MORTGAGE,Not Verified,03/01/2010
1446,0.1,6000,60,127,6.81,0,55000,B,,10+ years,MORTGAGE,Source Verified,04/01/2011
1447,0.1287,18500,36,622,11.84,0,62004,C,,3 years,RENT,Verified,09/01/2009
1448,0.1379,15000,36,511,3.08,0,79000,C,,2 years,MORTGAGE,Verified,02/01/2009
1449,0.0714,4000,36,124,22.18,0,48000,A,,3 years,MORTGAGE,Not Verified,07/01/2010
1450,0.1306,7000,36,236,14.73,0,62400,C,,10+ years,MORTGAGE,Source Verified,04/01/2011
1451,0.1472,5000,36,173,10.28,0,30240,C,,1 year,RENT,Source Verified,06/01/2010
1452,0.1242,10800,36,361,11.41,1,86000,B,,4 years,MORTGAGE,Source Verified,11/01/2011
1453,0.0751,9000,36,280,15.96,0,20000,A,,2 years,RENT,Not Verified,07/01/2010
1454,0.0999,14400,60,306,13.34,0,42000,B,,7 years,MORTGAGE,Verified,08/01/2011
1455,0.1942,6000,36,221,15.57,0,36000,E,,2 years,RENT,Source Verified,11/01/2011
1456,0.1361,6000,36,204,21.98,0,41280,C,,3 years,RENT,Not Verified,10/01/2010
1457,0.0749,11000,36,342,3.37,0,46000,A,,4 years,RENT,Not Verified,05/01/2011
1458,0.1483,25000,36,865,16.28,0,105996,D,,10+ years,RENT,Verified,11/01/2010
1459,0.1037,8800,36,285,18.84,0,119000,B,,< 1 year,MORTGAGE,Verified,02/01/2011
1460,0.1261,20500,60,462,17.34,0,52800,C,,3 years,MORTGAGE,Verified,12/01/2010
1461,0.1261,1000,36,34,22.22,0,50000,C,,10+ years,MORTGAGE,Not Verified,01/01/2011
1462,0.1095,13000,36,425,5.69,0,51072,B,,10+ years,MORTGAGE,Not Verified,05/01/2009
1463,0.1111,12000,36,393,10.39,1,100000,B,,3 years,MORTGAGE,Verified,03/01/2011
1464,0.0617,7750,36,236,22.1,0,55000,A,,5 years,MORTGAGE,Not Verified,12/01/2010
1465,0.0751,6000,36,187,22.5,0,117000,A,,8 years,MORTGAGE,Source Verified,10/01/2010
1466,0.1059,12000,60,258,14.67,0,40584,B,,10+ years,OWN,Not Verified,09/01/2011
1467,0.1483,10000,60,237,24.86,0,32000,D,,6 years,RENT,Verified,10/01/2010
1468,0.0714,10000,36,309,7.55,0,90000,A,,< 1 year,MORTGAGE,Not Verified,08/01/2010
1469,0.1357,10000,36,340,18.22,0,55000,C,,10+ years,OWN,Not Verified,11/01/2009
1470,0.0894,10000,36,318,10.47,0,90000,A,,10+ years,MORTGAGE,Not Verified,10/01/2009
1471,0.1284,1925,36,65,10.48,0,15000,C,,< 1 year,MORTGAGE,Not Verified,04/01/2009
1472,0.1171,6000,36,198,19.69,0,47000,B,,6 years,RENT,Not Verified,10/01/2011
1473,0.08,9600,36,301,5.93,0,120000,A,,10+ years,RENT,Verified,06/01/2009
1474,0.1268,24000,60,542,15.41,0,71000,C,,10+ years,MORTGAGE,Verified,03/01/2011
1475,0.2352,12800,60,365,20.89,0,42000,G,,6 years,MORTGAGE,Verified,10/01/2011
1476,0.1299,35000,60,796,6.48,0,80000,C,,8 years,MORTGAGE,Verified,05/01/2011
1477,0.1322,10000,36,338,14.57,2,156000,C,,10+ years,MORTGAGE,Not Verified,01/01/2010
1478,0.0888,10000,60,207,15.69,0,40000,B,,2 years,MORTGAGE,Source Verified,12/01/2010
1479,0.0599,7500,36,228,14.73,0,51000,A,,10+ years,RENT,Not Verified,07/01/2011
1480,0.0932,5000,36,160,20.35,0,45000,A,,3 years,RENT,Not Verified,02/01/2009
1481,0.0988,5500,36,177,14.33,0,25200,B,,< 1 year,RENT,Not Verified,05/01/2010
1482,0.1523,22000,60,526,13.52,0,45000,C,,10+ years,MORTGAGE,Verified,08/01/2011
1483,0.1607,5000,36,176,1.94,0,47000,D,,1 year,RENT,Not Verified,03/01/2010
1484,0.1025,5500,36,178,22.57,0,67440,B,,6 years,MORTGAGE,Not Verified,04/01/2010
1485,0.0691,8000,36,247,10.03,1,150000,A,,7 years,MORTGAGE,Verified,11/01/2010
1486,0.152,21000,36,730,21.84,1,75000,E,,10+ years,MORTGAGE,Not Verified,01/01/2008
1487,0.0849,1500,36,47,22.5,0,24000,A,,5 years,MORTGAGE,Not Verified,07/01/2011
1488,0.0849,4800,36,152,9,0,33600,A,,< 1 year,RENT,Verified,09/01/2011
1489,0.1649,6000,36,212,10.14,0,25200,D,,n/a,RENT,Not Verified,06/01/2011
1490,0.079,18000,36,563,21.22,0,60000,A,,10+ years,MORTGAGE,Verified,12/01/2011
1491,0.1677,15000,60,371,16.28,0,136000,D,,10+ years,RENT,Verified,11/01/2011
1492,0.1099,12000,36,393,19.66,0,72324,B,,10+ years,RENT,Not Verified,05/01/2010
1493,0.1867,17500,60,451,17.96,0,90000,F,,2 years,MORTGAGE,Verified,07/01/2010
1494,0.0599,6000,36,183,14.21,0,57000,A,,10+ years,MORTGAGE,Not Verified,07/01/2011
1495,0.1095,2800,36,92,4.15,0,24000,B,,< 1 year,RENT,Not Verified,05/01/2009
1496,0.1398,10000,36,342,12.53,0,59000,C,,5 years,MORTGAGE,Verified,09/01/2010
1497,0.0751,21000,36,653,27.02,0,49200,A,,n/a,MORTGAGE,Verified,12/01/2011
1498,0.1349,14400,60,331,23.14,0,33600,C,,10+ years,RENT,Verified,08/01/2011
1499,0.2099,18000,60,487,9.87,2,340000,F,,10+ years,MORTGAGE,Source Verified,07/01/2011
1500,0.1568,9200,36,322,12.98,0,50000,E,,5 years,RENT,Not Verified,07/01/2009
1501,0.0749,3200,36,100,14.71,1,42500,A,,7 years,RENT,Not Verified,07/01/2011
1502,0.0999,8000,36,258,6.56,0,34000,B,,6 years,RENT,Source Verified,11/01/2010
1503,0.1531,5400,36,188,11.33,0,18000,D,,1 year,OWN,Not Verified,11/01/2009
1504,0.0788,3600,60,73,21.08,0,30000,A,,2 years,RENT,Not Verified,06/01/2010
1505,0.0932,8000,36,256,14.99,0,49716,A,,6 years,MORTGAGE,Verified,04/01/2009
1506,0.1669,20000,60,494,14.72,0,59850,E,,2 years,RENT,Verified,01/01/2011
1507,0.0691,8000,36,247,12.77,0,64000,A,,2 years,MORTGAGE,Not Verified,10/01/2010
1508,0.1704,20000,36,713,17.4,0,60000,E,,1 year,RENT,Source Verified,08/01/2009
1509,0.0542,11600,36,350,14.26,0,85000,A,,< 1 year,MORTGAGE,Source Verified,07/01/2011
1510,0.1148,22000,36,725,3.33,0,80000,B,,2 years,MORTGAGE,Verified,10/01/2009
1511,0.1758,20050,36,721,24.84,0,67500,D,,7 years,RENT,Verified,12/01/2011
1512,0.1528,6300,60,151,21.52,0,110004,D,,10+ years,MORTGAGE,Not Verified,04/01/2011
1513,0.1126,6000,36,197,2.34,0,38004,B,,4 years,RENT,Not Verified,12/01/2008
1514,0.1632,5000,36,177,8.67,0,22000,E,,3 years,RENT,Source Verified,01/01/2009
1515,0.0766,10000,36,312,8.54,0,35000,A,,6 years,RENT,Source Verified,02/01/2011
1516,0.1112,15000,60,327,12.55,0,55000,B,,10+ years,MORTGAGE,Verified,08/01/2010
1517,0.0691,23000,60,454,12.39,0,55000,A,,4 years,MORTGAGE,Verified,10/01/2010
1518,0.0751,9000,36,280,10,1,42000,A,,3 years,RENT,Verified,05/01/2010
1519,0.1706,15000,60,373,21.68,0,45000,E,,1 year,OWN,Verified,12/01/2010
1520,0.1941,20000,60,523,10.11,0,115000,F,,10+ years,RENT,Verified,09/01/2010
1521,0.1523,21000,60,502,14.97,0,90000,C,,7 years,MORTGAGE,Verified,08/01/2011
1522,0.0699,6000,36,185,8.66,0,47000,A,,2 years,MORTGAGE,Not Verified,07/01/2011
1523,0.0988,5000,36,161,22.91,0,50700,B,,2 years,RENT,Not Verified,02/01/2010
1524,0.1099,15000,36,491,15.97,0,39828,B,,n/a,OWN,Not Verified,02/01/2010
1525,0.1349,15000,36,509,3.44,0,80000,C,,< 1 year,RENT,Source Verified,06/01/2011
1526,0.1037,8000,36,260,13.34,0,51996,B,,6 years,RENT,Not Verified,02/01/2011
1527,0.1496,8000,36,277,17.34,0,85000,D,,2 years,OWN,Not Verified,11/01/2009
1528,0.1114,13000,36,426,10.43,0,69867,B,,2 years,MORTGAGE,Verified,01/01/2010
1529,0.1392,8000,36,273,13.38,0,80000,C,,10+ years,MORTGAGE,Not Verified,08/01/2009
1530,0.1357,14900,36,506,12,0,58900,C,,2 years,RENT,Not Verified,02/01/2010
1531,0.0991,12000,36,387,13,0,55000,B,,10+ years,RENT,Not Verified,12/01/2011
1532,0.1306,4800,36,162,17.27,1,36000,C,,10+ years,MORTGAGE,Source Verified,01/01/2011
1533,0.1112,12000,36,394,15.93,0,33600,B,,2 years,RENT,Not Verified,06/01/2010
1534,0.1269,11000,36,369,15.1,1,46000,B,,3 years,MORTGAGE,Verified,10/01/2011
1535,0.1134,7500,36,247,8.92,2,60000,C,,8 years,RENT,Not Verified,06/01/2008
1536,0.1149,6250,60,137,14.36,0,31000,B,,1 year,MORTGAGE,Not Verified,07/01/2010
1537,0.1199,4800,36,159,20.28,0,50000,B,,8 years,RENT,Source Verified,06/01/2011
1538,0.1149,2800,36,92,23.38,2,27560,B,,10+ years,OWN,Source Verified,06/01/2011
1539,0.1099,24000,36,786,9.32,0,97500,B,,6 years,RENT,Verified,08/01/2011
1540,0.1537,4000,36,139,1.91,0,21948,D,,2 years,MORTGAGE,Not Verified,05/01/2009
1541,0.0729,3500,60,70,7.75,0,33600,A,,6 years,MORTGAGE,Verified,04/01/2011
1542,0.1942,30100,60,788,3.31,0,100000,E,,6 years,MORTGAGE,Verified,10/01/2011
1543,0.1335,4275,60,98,12.74,0,63600,C,,< 1 year,RENT,Not Verified,01/01/2011
1544,0.1632,22000,60,539,14.67,0,75600,E,,10+ years,RENT,Verified,10/01/2010
1545,0.1385,8000,36,273,10.83,0,42000,C,,< 1 year,RENT,Not Verified,02/01/2010
1546,0.1392,14400,36,492,16.24,0,75000,C,,4 years,MORTGAGE,Not Verified,01/01/2010
1547,0.1349,6000,36,204,12.3,0,85000,C,,10+ years,MORTGAGE,Source Verified,09/01/2011
1548,0.0766,15000,36,468,19.86,0,47000,A,,3 years,MORTGAGE,Source Verified,02/01/2011
1549,0.0774,4575,36,143,17.94,0,78000,A,,10+ years,MORTGAGE,Not Verified,09/01/2009
1550,0.1074,6000,36,196,23.06,0,32004,B,,4 years,MORTGAGE,Source Verified,02/01/2011
1551,0.1149,15000,60,330,14.58,0,61000,B,,7 years,RENT,Verified,08/01/2011
1552,0.074,6500,36,202,14.13,0,18000,A,,10+ years,OWN,Verified,09/01/2009
1553,0.0691,5000,36,154,13.86,2,79800,A,,3 years,MORTGAGE,Source Verified,11/01/2010
1554,0.1036,1400,36,45,14.76,0,50000,B,,10+ years,MORTGAGE,Not Verified,12/01/2010
1555,0.0963,18000,36,578,4.05,0,38244,A,,6 years,MORTGAGE,Verified,06/01/2009
1556,0.0599,5000,36,152,6.03,0,70008,A,,8 years,MORTGAGE,Source Verified,05/01/2011
1557,0.0542,10000,36,302,7.83,0,120000,A,,2 years,MORTGAGE,Verified,12/01/2010
1558,0.0692,6000,36,185,11.11,0,122000,A,,10+ years,MORTGAGE,Not Verified,04/01/2011
1559,0.0714,5500,36,170,21.08,0,61766,A,,4 years,MORTGAGE,Verified,03/01/2010
1560,0.1602,24000,60,584,11.91,0,85944,D,,7 years,MORTGAGE,Verified,03/01/2011
1561,0.1496,10000,36,346,10.64,0,45000,D,,6 years,RENT,Not Verified,04/01/2010
1562,0.0691,18000,36,555,22.35,0,66000,A,,7 years,MORTGAGE,Verified,01/01/2011
1563,0.1521,5400,36,188,12.54,0,64617,D,,10+ years,RENT,Source Verified,09/01/2010
1564,0.1218,23000,36,766,14.96,0,112000,B,,5 years,RENT,Not Verified,11/01/2009
1565,0.1427,6500,36,223,11.36,0,48500,C,,1 year,MORTGAGE,Verified,12/01/2011
1566,0.0963,6000,36,193,6.35,0,62000,A,,2 years,RENT,Not Verified,01/01/2009
1567,0.0542,3000,36,90,16.94,0,25000,A,,< 1 year,RENT,Verified,06/01/2011
1568,0.0617,18000,36,549,4.16,0,106369,A,,10+ years,MORTGAGE,Verified,12/01/2010
1569,0.0751,4000,36,124,21.27,1,80000,A,,7 years,MORTGAGE,Source Verified,07/01/2010
1570,0.1484,3200,36,111,14.96,0,17000,D,,< 1 year,OWN,Verified,08/01/2010
1571,0.1242,11000,36,368,18.72,0,71200,B,,2 years,RENT,Not Verified,12/01/2011
1572,0.1602,11500,60,280,20.56,0,37000,D,,< 1 year,RENT,Source Verified,05/01/2011
1573,0.1799,20500,60,520,18.47,0,42759,E,,4 years,MORTGAGE,Verified,05/01/2011
1574,0.1148,15000,36,494,12.19,0,44000,B,,2 years,RENT,Not Verified,01/01/2010
1575,0.1427,1300,36,45,7.8,0,60000,C,,4 years,RENT,Not Verified,12/01/2011
1576,0.0859,8000,36,253,15.36,0,75000,A,,4 years,MORTGAGE,Not Verified,11/01/2009
1577,0.0603,3000,36,91,18.86,0,85000,A,,4 years,MORTGAGE,Not Verified,10/01/2011
1578,0.0988,18000,36,580,10.18,0,70000,B,,1 year,RENT,Not Verified,03/01/2010
1579,0.1677,16000,60,396,16.44,0,120000,D,,10+ years,MORTGAGE,Not Verified,11/01/2011
1580,0.0991,12000,36,387,10.46,0,70000,B,,6 years,RENT,Not Verified,12/01/2011
1581,0.1074,3500,36,114,20.3,0,104000,B,,10+ years,MORTGAGE,Not Verified,02/01/2011
1582,0.0705,3000,36,93,7.44,0,45000,A,,2 years,MORTGAGE,Not Verified,11/01/2009
1583,0.1096,6500,36,213,17.41,0,44724,B,,10+ years,RENT,Not Verified,08/01/2008
1584,0.1128,6000,36,197,5.43,0,40000,C,,2 years,RENT,Not Verified,09/01/2008
1585,0.0579,18000,36,546,9.37,0,41760,A,,n/a,MORTGAGE,Verified,10/01/2010
1586,0.0863,16000,36,506,1.16,0,33000,A,,2 years,MORTGAGE,Not Verified,04/01/2008
1587,0.1158,13000,36,429,17.37,0,41600,B,,< 1 year,OWN,Not Verified,07/01/2009
1588,0.1114,8000,36,262,13.61,0,125000,B,,8 years,MORTGAGE,Not Verified,09/01/2009
1589,0.1273,9000,36,302,20.53,0,36000,C,,3 years,RENT,Not Verified,03/01/2010
1590,0.0751,12000,36,373,2.43,0,70000,A,,10+ years,MORTGAGE,Verified,09/01/2010
1591,0.1284,4500,36,151,1.95,0,40000,C,,10+ years,RENT,Source Verified,02/01/2009
1592,0.1299,5975,36,201,6.68,1,26400,C,,5 years,MORTGAGE,Verified,06/01/2011
1593,0.1149,13725,60,302,7.18,0,80000,B,,8 years,MORTGAGE,Not Verified,06/01/2011
1594,0.1111,12000,60,262,15.01,1,67656,B,,2 years,MORTGAGE,Source Verified,03/01/2011
1595,0.1942,16000,60,419,1.44,1,70000,E,,10+ years,MORTGAGE,Not Verified,09/01/2011
1596,0.1392,1500,36,51,20.7,0,54000,C,,3 years,MORTGAGE,Not Verified,12/01/2009
1597,0.1565,8000,36,280,5.04,0,70000,D,,1 year,RENT,Source Verified,01/01/2011
1598,0.0599,10000,36,304,22.15,0,45500,A,,< 1 year,RENT,Source Verified,08/01/2011
1599,0.1299,15000,60,341,23.95,0,52000,C,,10+ years,RENT,Not Verified,09/01/2011
1600,0.1558,3000,60,72,7.83,2,47028,D,,4 years,RENT,Verified,08/01/2010
1601,0.1171,14500,60,320,9.98,0,75000,B,,< 1 year,RENT,Source Verified,09/01/2011
1602,0.1171,5500,36,182,22.68,0,72060,B,,7 years,MORTGAGE,Not Verified,09/01/2011
1603,0.0849,10425,36,329,18.8,0,60000,A,,5 years,MORTGAGE,Source Verified,07/01/2011
1604,0.1287,4000,36,135,23.22,0,26000,C,,1 year,RENT,Not Verified,10/01/2009
1605,0.1273,25000,36,839,10.62,0,87000,C,,9 years,MORTGAGE,Verified,03/01/2010
1606,0.0749,10200,36,317,17.63,0,42000,A,,4 years,RENT,Not Verified,05/01/2011
1607,0.1306,16000,36,540,24.56,0,106800,C,,10+ years,MORTGAGE,Verified,04/01/2011
1608,0.1751,3000,60,75,5.61,0,62040,E,,1 year,RENT,Verified,03/01/2011
1609,0.0542,4800,36,145,20.17,0,89602,A,,4 years,MORTGAGE,Source Verified,01/01/2011
1610,0.1602,10000,60,243,16.2,0,48000,D,,1 year,RENT,Source Verified,04/01/2011
1611,0.1,15000,36,484,11.26,0,52000,B,,8 years,MORTGAGE,Not Verified,04/01/2011
1612,0.1323,2500,36,85,16.53,0,40000,C,,5 years,RENT,Verified,09/01/2010
1613,0.1037,5500,36,178,19.11,0,27000,B,,4 years,RENT,Source Verified,02/01/2011
1614,0.1025,12000,36,389,23.66,0,34900,B,,< 1 year,MORTGAGE,Not Verified,04/01/2010
1615,0.1751,14000,60,352,16.44,0,56000,E,,10+ years,OWN,Verified,04/01/2011
1616,0.1435,3000,36,103,13.65,1,67675,C,,10+ years,MORTGAGE,Source Verified,09/01/2010
1617,0.0729,4200,36,130,1.14,0,32700,A,,10+ years,OWN,Verified,04/01/2011
1618,0.1942,10000,36,369,13.94,0,31000,E,,3 years,RENT,Verified,11/01/2011
1619,0.1756,1200,36,43,9.36,0,54096,E,,4 years,RENT,Verified,06/01/2010
1620,0.1199,2500,36,83,9.98,0,75000,B,,10+ years,RENT,Verified,07/01/2011
1621,0.1186,2400,36,80,19.51,1,78000,B,,4 years,MORTGAGE,Not Verified,07/01/2010
1622,0.0999,11300,36,365,26.69,0,42000,B,,1 year,RENT,Not Verified,06/01/2011
1623,0.1649,26500,60,651,16.59,0,56000,D,,2 years,MORTGAGE,Verified,06/01/2011
1624,0.0579,4800,36,146,20.57,0,55000,A,,5 years,MORTGAGE,Not Verified,11/01/2010
1625,0.203,20000,60,533,20.91,0,59000,E,,10+ years,OWN,Verified,12/01/2011
1626,0.0849,13000,60,267,20.19,0,56700,A,,10+ years,MORTGAGE,Source Verified,08/01/2011
1627,0.0692,7000,36,216,12.08,0,43000,A,,1 year,MORTGAGE,Source Verified,01/01/2011
1628,0.1038,10000,60,214,1.15,0,90000,B,,6 years,MORTGAGE,Not Verified,06/01/2010
1629,0.1727,14175,60,354,16.34,0,80000,D,,4 years,MORTGAGE,Not Verified,10/01/2011
1630,0.1465,20000,60,472,4.06,0,55000,C,,5 years,MORTGAGE,Source Verified,10/01/2011
1631,0.1171,16425,60,363,22.63,0,85000,B,,3 years,MORTGAGE,Source Verified,09/01/2011
1632,0.0991,13500,36,435,20.34,1,57700,B,,10+ years,MORTGAGE,Verified,12/01/2011
1633,0.0751,5275,36,164,6.79,0,50000,A,,5 years,OWN,Not Verified,12/01/2011
1634,0.1253,12200,36,408,10.93,0,28000,B,,4 years,OWN,Not Verified,10/01/2009
1635,0.0662,4000,36,123,19.01,0,45000,A,,8 years,MORTGAGE,Not Verified,06/01/2011
1636,0.0888,4375,36,139,20.69,0,96000,B,,< 1 year,RENT,Not Verified,01/01/2011
1637,0.1864,2000,60,51,7.89,0,42000,E,,< 1 year,RENT,Source Verified,11/01/2011
1638,0.1521,4000,60,96,21.16,0,38400,D,,2 years,RENT,Source Verified,07/01/2010
1639,0.0599,3900,36,119,4.53,0,20112,A,,n/a,MORTGAGE,Not Verified,08/01/2011
1640,0.1299,4000,36,135,14.38,1,38400,C,,4 years,RENT,Not Verified,06/01/2011
1641,0.1323,7000,60,160,15.12,0,42000,C,,3 years,MORTGAGE,Not Verified,10/01/2010
1642,0.1788,18000,60,456,10.65,1,140000,E,,4 years,RENT,Source Verified,04/01/2011
1643,0.1099,3000,36,98,10.23,0,36000,B,,7 years,RENT,Source Verified,07/01/2011
1644,0.1221,16000,36,533,7,0,120000,B,,2 years,MORTGAGE,Not Verified,05/01/2009
1645,0.1903,5700,60,148,12.27,2,40000,E,,2 years,RENT,Not Verified,11/01/2011
1646,0.0945,17000,36,544,0.6,0,60000,B,,1 year,MORTGAGE,Not Verified,02/01/2008
1647,0.089,7200,36,229,18.72,0,30000,A,,7 years,RENT,Not Verified,10/01/2011
1648,0.0925,7100,36,227,7.25,0,75000,B,,10+ years,MORTGAGE,Source Verified,11/01/2010
1649,0.1037,4200,36,136,18.31,0,35000,B,,< 1 year,RENT,Verified,04/01/2011
1650,0.1411,7200,36,246,6.99,0,35004,D,,6 years,RENT,Not Verified,02/01/2009
1651,0.1825,35000,60,894,22.89,0,123500,D,,1 year,MORTGAGE,Verified,10/01/2011
1652,0.1253,20000,36,669,20.68,0,57492,B,,1 year,RENT,Verified,10/01/2009
1653,0.1065,15000,36,489,19.08,0,44400,B,,3 years,RENT,Source Verified,11/01/2011
1654,0.1186,5500,36,182,5.32,0,30000,B,,2 years,RENT,Not Verified,09/01/2010
1655,0.1323,9150,60,209,20.77,0,36000,C,,4 years,RENT,Source Verified,07/01/2010
1656,0.0676,4800,36,148,12.6,0,39600,A,,10+ years,MORTGAGE,Not Verified,03/01/2010
1657,0.0751,9750,36,303,29.04,0,35000,A,,4 years,RENT,Not Verified,12/01/2011
1658,0.1273,14500,36,487,21.21,1,55000,C,,10+ years,OWN,Not Verified,03/01/2010
1659,0.1025,15000,36,486,11.28,0,58000,B,,4 years,OWN,Not Verified,04/01/2010
1660,0.1562,4000,36,140,11.86,0,18720,D,,2 years,RENT,Source Verified,08/01/2011
1661,0.1136,7000,36,230,5.91,0,26400,B,,10+ years,OWN,Source Verified,05/01/2010
1662,0.1199,11000,36,365,12.66,0,37440,B,,< 1 year,RENT,Source Verified,06/01/2011
1663,0.079,6000,36,188,16.42,1,53000,A,,10+ years,RENT,Verified,10/01/2011
1664,0.0894,9250,36,294,22.25,0,24000,A,,1 year,RENT,Not Verified,10/01/2009
1665,0.0662,20000,36,614,11.81,0,153936,A,,10+ years,OWN,Verified,09/01/2011
1666,0.1399,10800,36,369,9.03,2,48000,C,,2 years,RENT,Source Verified,06/01/2011
1667,0.0751,6325,36,197,16.01,0,60200,A,,2 years,RENT,Verified,09/01/2010
1668,0.1903,32000,36,"1,173",4.55,0,68000,E,,10+ years,MORTGAGE,Source Verified,10/01/2011
1669,0.1111,5000,60,109,25.53,0,43000,B,,10+ years,MORTGAGE,Not Verified,02/01/2011
1670,0.1459,9500,36,327,11.41,0,21900,D,,n/a,RENT,Not Verified,02/01/2010
1671,0.0714,12000,36,371,14.47,0,49600,A,,10+ years,RENT,Verified,09/01/2010
1672,0.1099,6000,36,196,12.62,0,100000,B,,6 years,MORTGAGE,Source Verified,07/01/2011
1673,0.1649,11400,60,280,20.82,0,43104,D,,10+ years,MORTGAGE,Not Verified,05/01/2011
1674,0.1136,2500,36,82,19.28,0,28500,B,,3 years,RENT,Not Verified,03/01/2010
1675,0.0579,16000,36,485,15.51,0,95004,A,,10+ years,MORTGAGE,Source Verified,10/01/2010
1676,0.1025,13000,36,421,17.22,0,105000,B,,10+ years,MORTGAGE,Not Verified,02/01/2010
1677,0.0749,9550,36,297,15.54,0,70446.2,A,,1 year,RENT,Source Verified,06/01/2011
1678,0.1218,20000,36,666,9.79,0,81600,B,,10+ years,MORTGAGE,Verified,12/01/2009
1679,0.1969,5600,60,147,6.45,0,35000,E,,2 years,RENT,Source Verified,05/01/2011
1680,0.0849,6000,36,189,5.01,0,80000,A,,10+ years,RENT,Not Verified,06/01/2011
1681,0.1758,24000,36,863,14.33,0,80500,D,,3 years,MORTGAGE,Verified,12/01/2011
1682,0.1074,3000,60,65,18.39,0,49992,B,,9 years,MORTGAGE,Source Verified,03/01/2011
1683,0.0699,3000,36,93,1.22,0,54072,A,,1 year,MORTGAGE,Source Verified,05/01/2011
1684,0.0603,14000,36,426,13.57,0,75000,A,,8 years,MORTGAGE,Not Verified,10/01/2011
1685,0.1527,21000,60,503,13.07,0,105687.5,C,,7 years,MORTGAGE,Verified,11/01/2011
1686,0.0542,5000,36,151,9.91,0,50000,A,,10+ years,RENT,Not Verified,07/01/2011
1687,0.1649,10000,60,246,10.58,0,70000,D,,10+ years,MORTGAGE,Source Verified,05/01/2011
1688,0.1158,10000,36,330,8.32,0,140000,B,,4 years,MORTGAGE,Verified,01/01/2009
1689,0.2062,4600,60,123,9.58,0,48996,F,,1 year,RENT,Source Verified,06/01/2011
1690,0.1689,25000,60,620,5.05,1,130000,D,,2 years,MORTGAGE,Verified,08/01/2011
1691,0.1261,20000,36,670,14.51,0,84000,D,,2 years,MORTGAGE,Not Verified,03/01/2008
1692,0.1645,12000,36,425,16.46,0,32800,E,,10+ years,RENT,Not Verified,07/01/2010
1693,0.1343,4500,36,153,16.75,0,25000,C,,5 years,OWN,Source Verified,03/01/2011
1694,0.1825,25000,60,638,18.64,0,62000,D,,10+ years,MORTGAGE,Verified,10/01/2011
1695,0.1149,1500,60,33,19.02,0,65000,B,,5 years,RENT,Verified,05/01/2011
